#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
NOS2	TNF	9606.ENSP00000327251	9606.ENSP00000398698	0	0	0	0	0.063	0	0.900	0.796	0.979
NQO1	TP53	9606.ENSP00000319788	9606.ENSP00000269305	0	0	0	0	0	0.835	0	0.978	0.996
NQO1	SOD1	9606.ENSP00000319788	9606.ENSP00000270142	0	0	0	0	0.062	0	0	0.638	0.646
NQO1	PPARG	9606.ENSP00000319788	9606.ENSP00000287820	0	0	0	0	0.062	0	0	0.406	0.419
NQO1	PTGS2	9606.ENSP00000319788	9606.ENSP00000356438	0	0	0	0	0	0	0	0.506	0.506
NQO1	TNF	9606.ENSP00000319788	9606.ENSP00000398698	0	0	0	0	0	0.114	0	0.577	0.609
NR1I2	TP53	9606.ENSP00000336528	9606.ENSP00000269305	0	0	0	0	0	0.270	0	0.675	0.753
NR1I2	TNF	9606.ENSP00000336528	9606.ENSP00000398698	0	0	0	0	0	0	0	0.421	0.421
NR1I2	SREBF1	9606.ENSP00000336528	9606.ENSP00000348069	0	0	0	0	0	0	0	0.715	0.716
NR1I2	RXRA	9606.ENSP00000336528	9606.ENSP00000419692	0	0	0	0.631	0.062	0.975	0	0.985	0.984
NR1I3	SREBF1	9606.ENSP00000356959	9606.ENSP00000348069	0	0	0	0	0.060	0	0	0.456	0.467
NR1I3	RXRA	9606.ENSP00000356959	9606.ENSP00000419692	0	0	0	0.703	0.062	0.866	0	0.830	0.901
OLR1	PON1	9606.ENSP00000309124	9606.ENSP00000222381	0	0	0	0	0	0	0	0.481	0.481
OLR1	PPARG	9606.ENSP00000309124	9606.ENSP00000287820	0	0	0	0	0	0.076	0	0.470	0.489
OLR1	TNF	9606.ENSP00000309124	9606.ENSP00000398698	0	0	0	0	0.062	0	0	0.539	0.549
PIK3CG	TP53	9606.ENSP00000352121	9606.ENSP00000269305	0	0	0	0	0	0.056	0	0.475	0.483
PIK3CG	TNF	9606.ENSP00000352121	9606.ENSP00000398698	0	0	0	0	0.129	0	0	0.420	0.474
PIK3CG	PTEN	9606.ENSP00000352121	9606.ENSP00000361021	0	0	0	0	0.066	0.342	0	0.808	0.871
PON1	SERPINE1	9606.ENSP00000222381	9606.ENSP00000223095	0	0	0	0	0	0	0	0.400	0.400
PON1	PPARA	9606.ENSP00000222381	9606.ENSP00000385523	0	0	0	0	0.064	0	0	0.402	0.416
PON1	TNF	9606.ENSP00000222381	9606.ENSP00000398698	0	0	0	0	0	0	0	0.468	0.468
PON1	PPARG	9606.ENSP00000222381	9606.ENSP00000287820	0	0	0	0	0.062	0	0	0.460	0.471
PPARA	TGFB1	9606.ENSP00000385523	9606.ENSP00000221930	0	0	0	0	0	0	0	0.434	0.434
PPARA	SERPINE1	9606.ENSP00000385523	9606.ENSP00000223095	0	0	0	0	0	0.058	0	0.507	0.515
PPARA	TP53	9606.ENSP00000385523	9606.ENSP00000269305	0	0	0	0	0	0	0	0.565	0.565
PPARA	SOD1	9606.ENSP00000385523	9606.ENSP00000270142	0	0	0	0	0.062	0	0	0.405	0.418
PPARA	PRKACA	9606.ENSP00000385523	9606.ENSP00000309591	0	0	0	0	0	0	0.800	0.047	0.801
PPARA	SLC2A4	9606.ENSP00000385523	9606.ENSP00000320935	0	0	0	0	0.080	0.056	0	0.765	0.779
PPARA	SREBF1	9606.ENSP00000385523	9606.ENSP00000348069	0	0	0	0	0	0	0	0.876	0.876
PPARA	STAT1	9606.ENSP00000385523	9606.ENSP00000354394	0	0	0	0	0	0.281	0	0.534	0.651
PPARA	PTGS2	9606.ENSP00000385523	9606.ENSP00000356438	0	0	0	0	0	0.056	0	0.613	0.619
PPARA	PTPN1	9606.ENSP00000385523	9606.ENSP00000360683	0	0	0	0	0	0.069	0	0.430	0.447
PPARA	PTEN	9606.ENSP00000385523	9606.ENSP00000361021	0	0	0	0	0	0.058	0	0.470	0.479
PPARA	RELA	9606.ENSP00000385523	9606.ENSP00000384273	0	0	0	0	0	0.282	0.900	0.471	0.958
PPARA	PRKCA	9606.ENSP00000385523	9606.ENSP00000408695	0	0	0	0	0	0.213	0	0.776	0.816
PPARA	TNF	9606.ENSP00000385523	9606.ENSP00000398698	0	0	0	0	0	0	0.900	0.700	0.968
PPARA	RXRA	9606.ENSP00000385523	9606.ENSP00000419692	0	0	0	0.695	0.062	0.885	0.900	0.989	0.991
PPARD	STAT1	9606.ENSP00000310928	9606.ENSP00000354394	0	0	0	0	0	0.281	0	0.209	0.407
PPARD	TNF	9606.ENSP00000310928	9606.ENSP00000398698	0	0	0	0	0	0	0	0.451	0.451
PPARD	PTGS2	9606.ENSP00000310928	9606.ENSP00000356438	0	0	0	0	0	0.056	0	0.442	0.451
PPARD	RELA	9606.ENSP00000310928	9606.ENSP00000384273	0	0	0	0	0.062	0.282	0	0.257	0.456
PPARD	SLC2A4	9606.ENSP00000310928	9606.ENSP00000320935	0	0	0	0	0.062	0.056	0	0.503	0.522
PPARD	SREBF1	9606.ENSP00000310928	9606.ENSP00000348069	0	0	0	0	0.062	0	0	0.525	0.536
PPARD	RXRA	9606.ENSP00000310928	9606.ENSP00000419692	0	0	0	0.705	0.062	0.684	0.900	0.852	0.975
PPARG	TGFB1	9606.ENSP00000287820	9606.ENSP00000221930	0	0	0	0	0	0	0.900	0.580	0.956
PPARG	SERPINE1	9606.ENSP00000287820	9606.ENSP00000223095	0	0	0	0	0.060	0.058	0	0.609	0.624
PPARG	TP53	9606.ENSP00000287820	9606.ENSP00000269305	0	0	0	0	0	0.292	0.650	0.719	0.924
PPARG	SOD1	9606.ENSP00000287820	9606.ENSP00000270142	0	0	0	0	0	0	0	0.459	0.459
PPARG	XDH	9606.ENSP00000287820	9606.ENSP00000368727	0	0	0	0	0.063	0.133	0	0.364	0.438
PPARG	PTPN1	9606.ENSP00000287820	9606.ENSP00000360683	0	0	0	0	0	0.069	0	0.559	0.572
PPARG	PRKCA	9606.ENSP00000287820	9606.ENSP00000408695	0	0	0	0	0	0.270	0	0.440	0.574
PPARG	SPP1	9606.ENSP00000287820	9606.ENSP00000378517	0	0	0	0	0	0	0	0.603	0.603
PPARG	PTEN	9606.ENSP00000287820	9606.ENSP00000361021	0	0	0	0	0.062	0.058	0	0.610	0.626
PPARG	STAT1	9606.ENSP00000287820	9606.ENSP00000354394	0	0	0	0	0.062	0.281	0	0.801	0.854
PPARG	PTGS2	9606.ENSP00000287820	9606.ENSP00000356438	0	0	0	0	0	0.056	0	0.860	0.862
PPARG	TNF	9606.ENSP00000287820	9606.ENSP00000398698	0	0	0	0	0	0	0.900	0.807	0.979
PPARG	SLC2A4	9606.ENSP00000287820	9606.ENSP00000320935	0	0	0	0	0.062	0.056	0.900	0.825	0.982
PPARG	SREBF1	9606.ENSP00000287820	9606.ENSP00000348069	0	0	0	0	0	0	0.900	0.873	0.986
PPARG	RXRA	9606.ENSP00000287820	9606.ENSP00000419692	0	0	0	0.694	0.062	0.981	0.900	0.990	0.998
PPARG	RELA	9606.ENSP00000287820	9606.ENSP00000384273	0	0	0	0	0	0.768	0.900	0.984	0.999
PRKACA	RELA	9606.ENSP00000309591	9606.ENSP00000384273	0	0	0	0	0.069	0.767	0.900	0.043	0.976
PRKCA	TP53	9606.ENSP00000408695	9606.ENSP00000269305	0	0	0	0	0	0.213	0	0.501	0.590
PRKCA	STAT1	9606.ENSP00000408695	9606.ENSP00000354394	0	0	0	0	0	0	0	0.457	0.457
PRKCA	PTGS2	9606.ENSP00000408695	9606.ENSP00000356438	0	0	0	0	0.045	0	0	0.415	0.417
PRKCA	PTEN	9606.ENSP00000408695	9606.ENSP00000361021	0	0	0	0	0	0	0	0.465	0.465
PRKCA	RELA	9606.ENSP00000408695	9606.ENSP00000384273	0	0	0	0	0	0	0.900	0.271	0.924
PRKCA	TNF	9606.ENSP00000408695	9606.ENSP00000398698	0	0	0	0	0	0	0	0.469	0.469
PRKCA	RXRA	9606.ENSP00000408695	9606.ENSP00000419692	0	0	0	0	0	0	0.900	0.095	0.905
PRSS1	SERPINE1	9606.ENSP00000308720	9606.ENSP00000223095	0	0	0	0	0	0.120	0	0.448	0.494
PTEN	TGFB1	9606.ENSP00000361021	9606.ENSP00000221930	0	0	0	0	0	0.057	0	0.483	0.492
PTEN	SLC6A4	9606.ENSP00000361021	9606.ENSP00000261707	0	0	0	0	0	0	0	0.425	0.425
PTEN	TP53	9606.ENSP00000361021	9606.ENSP00000269305	0	0	0	0	0	0.851	0.900	0.986	0.999
PTEN	SLC2A4	9606.ENSP00000361021	9606.ENSP00000320935	0	0	0	0	0.062	0	0	0.479	0.490
PTEN	SREBF1	9606.ENSP00000361021	9606.ENSP00000348069	0	0	0	0	0	0.078	0	0.515	0.533
PTEN	RASSF1	9606.ENSP00000361021	9606.ENSP00000349547	0	0	0	0	0.062	0	0	0.595	0.603
PTEN	STAT1	9606.ENSP00000361021	9606.ENSP00000354394	0	0	0	0	0.058	0	0	0.492	0.501
PTEN	PTGS2	9606.ENSP00000361021	9606.ENSP00000356438	0	0	0	0	0	0.069	0	0.512	0.526
PTEN	PTPN1	9606.ENSP00000361021	9606.ENSP00000360683	0	0	0	0	0.063	0.070	0	0.600	0.621
PTEN	RELA	9606.ENSP00000361021	9606.ENSP00000384273	0	0	0	0	0	0	0	0.451	0.451
PTEN	TNF	9606.ENSP00000361021	9606.ENSP00000398698	0	0	0	0	0	0	0	0.623	0.623
PTGS2	TGFB1	9606.ENSP00000356438	9606.ENSP00000221930	0	0	0	0	0.088	0	0	0.569	0.590
PTGS2	SERPINE1	9606.ENSP00000356438	9606.ENSP00000223095	0	0	0	0	0.120	0	0	0.530	0.569
PTGS2	TP53	9606.ENSP00000356438	9606.ENSP00000269305	0	0	0	0	0	0.874	0	0.958	0.994
PTGS2	SOD1	9606.ENSP00000356438	9606.ENSP00000270142	0	0	0	0	0.062	0	0	0.457	0.468
PTGS2	SLC2A4	9606.ENSP00000356438	9606.ENSP00000320935	0	0	0	0	0	0	0	0.488	0.489
PTGS2	STAT1	9606.ENSP00000356438	9606.ENSP00000354394	0	0	0	0	0	0	0	0.592	0.593
PTGS2	SPP1	9606.ENSP00000356438	9606.ENSP00000378517	0	0	0	0	0.063	0	0	0.508	0.519
PTGS2	RELA	9606.ENSP00000356438	9606.ENSP00000384273	0	0	0	0	0	0	0	0.569	0.569
PTGS2	TNF	9606.ENSP00000356438	9606.ENSP00000398698	0	0	0	0	0.096	0	0	0.855	0.863
PTPN1	TP53	9606.ENSP00000360683	9606.ENSP00000269305	0	0	0	0	0.054	0	0	0.405	0.413
PTPN1	SLC2A4	9606.ENSP00000360683	9606.ENSP00000320935	0	0	0	0	0	0.056	0	0.608	0.614
PTPN1	SREBF1	9606.ENSP00000360683	9606.ENSP00000348069	0	0	0	0	0	0	0	0.408	0.408
PTPN1	STAT1	9606.ENSP00000360683	9606.ENSP00000354394	0	0	0	0	0.066	0.062	0	0.397	0.426
PTPN1	TNF	9606.ENSP00000360683	9606.ENSP00000398698	0	0	0	0	0	0.057	0	0.447	0.456
RASSF1	TP53	9606.ENSP00000349547	9606.ENSP00000269305	0	0	0	0	0	0	0	0.650	0.650
RELA	TGFB1	9606.ENSP00000384273	9606.ENSP00000221930	0	0	0	0	0.083	0	0.900	0.298	0.930
RELA	TP53	9606.ENSP00000384273	9606.ENSP00000269305	0	0	0	0	0.062	0.451	0	0.964	0.980
RELA	STAT1	9606.ENSP00000384273	9606.ENSP00000354394	0	0	0	0	0.066	0.600	0	0.716	0.885
RELA	RXRA	9606.ENSP00000384273	9606.ENSP00000419692	0	0	0	0	0.090	0.732	0	0.191	0.786
RELA	TNF	9606.ENSP00000384273	9606.ENSP00000398698	0	0	0	0	0	0.501	0.900	0.824	0.990
RXRA	SLC2A4	9606.ENSP00000419692	9606.ENSP00000320935	0	0	0	0	0.062	0.056	0.900	0.265	0.926
RXRA	SREBF1	9606.ENSP00000419692	9606.ENSP00000348069	0	0	0	0	0.093	0	0.900	0.569	0.957
RXRA	TNF	9606.ENSP00000419692	9606.ENSP00000398698	0	0	0	0	0	0	0.900	0.328	0.930
SERPINE1	TGFB1	9606.ENSP00000223095	9606.ENSP00000221930	0	0	0	0	0.088	0	0	0.732	0.745
SERPINE1	SREBF1	9606.ENSP00000223095	9606.ENSP00000348069	0	0	0	0	0	0	0	0.412	0.412
SERPINE1	SLC2A4	9606.ENSP00000223095	9606.ENSP00000320935	0	0	0	0	0	0	0	0.478	0.478
SERPINE1	SPP1	9606.ENSP00000223095	9606.ENSP00000378517	0	0	0	0	0.085	0	0	0.528	0.550
SERPINE1	TP53	9606.ENSP00000223095	9606.ENSP00000269305	0	0	0	0	0	0	0	0.570	0.570
SERPINE1	TNF	9606.ENSP00000223095	9606.ENSP00000398698	0	0	0	0	0.062	0	0	0.757	0.762
SLC2A4	TP53	9606.ENSP00000320935	9606.ENSP00000269305	0	0	0	0	0	0	0	0.475	0.475
SLC2A4	TNF	9606.ENSP00000320935	9606.ENSP00000398698	0	0	0	0	0	0	0	0.635	0.635
SLC2A4	SREBF1	9606.ENSP00000320935	9606.ENSP00000348069	0	0	0	0	0	0.061	0	0.720	0.726
SLPI	TNF	9606.ENSP00000342082	9606.ENSP00000398698	0	0	0	0	0.062	0	0	0.479	0.491
SOD1	TP53	9606.ENSP00000270142	9606.ENSP00000269305	0	0	0	0	0	0	0	0.553	0.553
SOD1	XDH	9606.ENSP00000270142	9606.ENSP00000368727	0	0	0	0	0	0	0	0.535	0.535
SOD1	TNF	9606.ENSP00000270142	9606.ENSP00000398698	0	0	0	0	0.049	0	0	0.583	0.587
SPP1	TGFB1	9606.ENSP00000378517	9606.ENSP00000221930	0	0	0	0	0	0	0	0.604	0.604
SPP1	TP53	9606.ENSP00000378517	9606.ENSP00000269305	0	0	0	0	0	0	0	0.579	0.579
SPP1	TNF	9606.ENSP00000378517	9606.ENSP00000398698	0	0	0	0	0.062	0	0	0.673	0.680
SREBF1	TP53	9606.ENSP00000348069	9606.ENSP00000269305	0	0	0	0	0	0.305	0	0.660	0.754
SREBF1	TNF	9606.ENSP00000348069	9606.ENSP00000398698	0	0	0	0	0	0	0	0.611	0.611
STAT1	TGFB1	9606.ENSP00000354394	9606.ENSP00000221930	0	0	0	0	0	0.139	0	0.406	0.467
STAT1	TP53	9606.ENSP00000354394	9606.ENSP00000269305	0	0	0	0	0	0	0	0.926	0.927
STAT1	TNF	9606.ENSP00000354394	9606.ENSP00000398698	0	0	0	0	0.062	0	0.900	0.802	0.979
TGFB1	TP53	9606.ENSP00000221930	9606.ENSP00000269305	0	0	0	0	0.062	0.270	0	0.636	0.729
TGFB1	TNF	9606.ENSP00000221930	9606.ENSP00000398698	0	0	0	0	0.090	0	0	0.784	0.796
TNF	TP53	9606.ENSP00000398698	9606.ENSP00000269305	0	0	0	0	0	0	0	0.784	0.784
TNF	XDH	9606.ENSP00000398698	9606.ENSP00000368727	0	0	0	0	0.062	0	0	0.494	0.505
